date,open,high,low,close,volume,source,price
2024-01-31,2314.803955078125,2348.567626953125,2274.938232421875,2286.626953125,1399686.0,yahoo_10_years,2286.626953125
2024-02-01,2286.626953125,2306.8544921875,2260.874267578125,2291.3203125,1081042.0,yahoo_10_years,2291.3203125
2024-02-02,2291.3203125,2318.059326171875,2286.110595703125,2311.811767578125,2241643.0,yahoo_10_years,2311.811767578125
2024-02-03,2311.811767578125,2327.90576171875,2303.82666015625,2303.84326171875,792702.0,yahoo_10_years,2303.84326171875
2024-02-04,2302.111572265625,2310.69189453125,2280.9150390625,2289.945068359375,1250510.0,yahoo_10_years,2289.945068359375
2024-02-05,2289.945068359375,2339.0185546875,2282.281005859375,2302.21826171875,3212987.0,yahoo_10_years,2302.21826171875
2024-02-06,2302.21826171875,2396.427001953125,2302.03759765625,2388.111083984375,898238.0,yahoo_10_years,2388.111083984375
2024-02-07,2388.111083984375,2437.707763671875,2369.26513671875,2437.134765625,762280.0,yahoo_10_years,2437.134765625
2024-02-08,2437.134765625,2452.998046875,2420.08544921875,2423.272216796875,2905959.0,yahoo_10_years,2423.272216796875
2024-02-09,2423.272216796875,2520.16162109375,2417.86865234375,2498.16650390625,2172154.0,yahoo_10_years,2498.16650390625
2024-02-10,2498.16650390625,2514.625732421875,2489.369384765625,2500.860107421875,903270.0,yahoo_10_years,2500.860107421875
2024-02-11,2500.860107421875,2529.84912109375,2500.5791015625,2512.781005859375,1562958.0,yahoo_10_years,2512.781005859375
2024-02-12,2512.781005859375,2661.2626953125,2488.27294921875,2656.7353515625,1063984.0,yahoo_10_years,2656.7353515625
2024-02-13,2656.7353515625,2681.273193359375,2631.78173828125,2646.00537109375,601403.0,yahoo_10_years,2646.00537109375
2024-02-14,2646.00537109375,2785.18896484375,2637.02734375,2785.18896484375,3151682.0,yahoo_10_years,2785.18896484375
2024-02-15,2785.18896484375,2866.503662109375,2783.712158203125,2839.907958984375,10820189.0,yahoo_10_years,2839.907958984375
2024-02-16,2839.907958984375,2873.342041015625,2780.86474609375,2807.7470703125,6717240.0,yahoo_10_years,2807.7470703125
2024-02-17,2807.7470703125,2823.25634765625,2762.313720703125,2780.01220703125,5265837.0,yahoo_10_years,2780.01220703125
2024-02-18,2780.01220703125,2890.39599609375,2780.010009765625,2885.971923828125,383223.0,yahoo_10_years,2885.971923828125
2024-02-19,2885.971923828125,2982.23583984375,2871.544189453125,2974.498291015625,1406088.0,yahoo_10_years,2974.498291015625
2024-02-20,2974.498291015625,3010.538818359375,2920.745849609375,3009.239501953125,961856.0,yahoo_10_years,3009.239501953125
2024-02-21,3009.239501953125,3017.347412109375,2907.608154296875,2944.98193359375,3663143.0,yahoo_10_years,2944.98193359375
2024-02-22,2944.98193359375,3017.730712890625,2940.098876953125,2993.2158203125,3293086.0,yahoo_10_years,2993.2158203125
2024-02-23,2993.2158203125,3001.8994140625,2914.998291015625,2941.986572265625,3666001.0,yahoo_10_years,2941.986572265625
