date,open,high,low,close,volume,source,price
2024-02-02,2248.3798828125,2264.07568359375,2182.6455078125,2216.3779296875,2747.0,yahoo_10_years,2216.3779296875
2024-02-03,2216.3779296875,2273.86083984375,2169.584716796875,2240.550537109375,2756.0,yahoo_10_years,2240.550537109375
2024-02-04,2240.550537109375,2339.5576171875,568.8381958007812,2209.528564453125,2750.0,yahoo_10_years,2209.528564453125
2024-02-05,2209.528564453125,2416.973876953125,2155.73193359375,2183.987060546875,19545.0,yahoo_10_years,2183.987060546875
2024-02-06,2183.987060546875,2338.18017578125,2161.234375,2326.390380859375,9070.0,yahoo_10_years,2326.390380859375
2024-02-07,2326.390380859375,2410.370849609375,2326.390380859375,2400.261962890625,2132.0,yahoo_10_years,2400.261962890625
2024-02-08,2400.261962890625,2537.2265625,2240.112548828125,2384.234375,20633.0,yahoo_10_years,2384.234375
2024-02-09,2384.234375,2578.7177734375,2275.683349609375,2437.291015625,29875.0,yahoo_10_years,2437.291015625
2024-02-10,2437.291015625,2535.391357421875,2348.350341796875,2447.678466796875,7908.0,yahoo_10_years,2447.678466796875
2024-02-11,2447.678466796875,2473.5341796875,2355.073486328125,2395.401611328125,8052.0,yahoo_10_years,2395.401611328125
2024-02-12,2395.401611328125,2614.264892578125,2395.401611328125,2599.97802734375,3018.0,yahoo_10_years,2599.97802734375
2024-02-13,2599.97802734375,2662.052978515625,2494.290283203125,2494.290283203125,7690.0,yahoo_10_years,2494.290283203125
2024-02-14,2494.290283203125,2725.93505859375,2262.404296875,2673.661865234375,28748.0,yahoo_10_years,2673.661865234375
2024-02-15,2673.661865234375,2762.714111328125,2602.285888671875,2704.085693359375,34800.0,yahoo_10_years,2704.085693359375
2024-02-16,2704.085693359375,2936.5380859375,2640.07275390625,2663.31884765625,19448.0,yahoo_10_years,2663.31884765625
2024-02-17,2663.31884765625,2789.990234375,1711.69580078125,2716.419677734375,47603.0,yahoo_10_years,2716.419677734375
2024-02-18,2716.419677734375,2729.620849609375,2592.92724609375,2729.620849609375,15207.0,yahoo_10_years,2729.620849609375
2024-02-19,2729.620849609375,2828.51611328125,2629.434814453125,2777.902587890625,18172.0,yahoo_10_years,2777.902587890625
2024-02-20,2777.902587890625,2855.60888671875,2761.29541015625,2817.447265625,4695.0,yahoo_10_years,2817.447265625
2024-02-21,2817.447265625,2957.575439453125,2776.3515625,2911.03662109375,11914.0,yahoo_10_years,2911.03662109375
2024-02-22,2911.03662109375,2935.065673828125,2794.806884765625,2829.81396484375,21573.0,yahoo_10_years,2829.81396484375
2024-02-23,2829.81396484375,2920.063232421875,2814.92919921875,2906.11767578125,32318.0,yahoo_10_years,2906.11767578125
2024-02-24,2906.11767578125,2978.49658203125,2888.641845703125,2976.010498046875,208175.0,yahoo_10_years,2976.010498046875
2024-02-25,2974.511474609375,3028.992919921875,2971.69677734375,3020.091064453125,102911.0,yahoo_10_years,3020.091064453125
2024-02-26,3020.091064453125,3199.28125,3019.873291015625,3168.104248046875,124719.0,yahoo_10_years,3168.104248046875
2024-02-27,3168.104248046875,3212.51953125,3151.0087890625,3212.51953125,17512.0,yahoo_10_years,3212.51953125
2024-02-28,3212.51953125,3345.609130859375,3165.75634765625,3290.307373046875,113939.0,yahoo_10_years,3290.307373046875
2024-02-29,3290.307373046875,3447.15283203125,3257.5830078125,3304.138916015625,65791.0,yahoo_10_years,3304.138916015625
2024-03-01,3304.138916015625,3395.8095703125,3260.250244140625,3395.8095703125,100974.0,yahoo_10_years,3395.8095703125
2024-03-02,3395.8095703125,3414.723388671875,3334.532470703125,3373.574951171875,218363.0,yahoo_10_years,3373.574951171875
2024-03-03,3373.574951171875,3416.612548828125,3358.441650390625,3401.486083984375,75234.0,yahoo_10_years,3401.486083984375
2024-03-04,3401.486083984375,3599.794921875,3398.439697265625,3599.794921875,33395.0,yahoo_10_years,3599.794921875
2024-03-05,3599.794921875,3741.250244140625,3557.614013671875,3698.17236328125,86002.0,yahoo_10_years,3698.17236328125
2024-03-06,3698.17236328125,3824.09228515625,3603.998046875,3778.18408203125,92039.0,yahoo_10_years,3778.18408203125
2024-03-07,3778.18408203125,3868.0107421875,3670.933349609375,3864.221435546875,60739.0,yahoo_10_years,3864.221435546875
2024-03-08,3864.221435546875,3902.076904296875,3785.52685546875,3841.88671875,133541.0,yahoo_10_years,3841.88671875
2024-03-09,3841.88671875,3900.46435546875,3812.83935546875,3857.640380859375,211640.0,yahoo_10_years,3857.640380859375
2024-03-10,3857.640380859375,3931.1640625,3766.028564453125,3800.322021484375,230337.0,yahoo_10_years,3800.322021484375
2024-03-11,3800.322021484375,4007.0634765625,3782.301025390625,4007.0576171875,105490.0,yahoo_10_years,4007.0576171875
2024-03-12,4007.0576171875,4022.610107421875,3919.724365234375,3939.579833984375,93777.0,yahoo_10_years,3939.579833984375
2024-03-13,3939.579833984375,4021.484619140625,3432.165771484375,3920.565185546875,278284.0,yahoo_10_years,3920.565185546875
2024-03-14,3920.565185546875,3966.3017578125,3772.320556640625,3860.71435546875,312204.0,yahoo_10_years,3860.71435546875
2024-03-15,3860.71435546875,3899.135498046875,3566.032470703125,3687.615966796875,308802.0,yahoo_10_years,3687.615966796875
2024-03-16,3687.615966796875,3701.7138671875,3459.270263671875,3483.8896484375,796530.0,yahoo_10_years,3483.8896484375
2024-03-17,3483.8896484375,3622.875244140625,3384.5927734375,3595.69287109375,600196.0,yahoo_10_years,3595.69287109375
2024-03-18,3610.34228515625,3615.378662109375,3421.037841796875,3485.050537109375,1389664.0,yahoo_10_years,3485.050537109375
2024-03-19,3485.050537109375,3498.170166015625,3134.580078125,3142.668212890625,884145.0,yahoo_10_years,3142.668212890625
2024-03-20,3142.668212890625,3475.365478515625,3051.33056640625,3475.365478515625,542691.0,yahoo_10_years,3475.365478515625
2024-03-21,3475.365478515625,3551.078857421875,3371.406494140625,3446.983154296875,707809.0,yahoo_10_years,3446.983154296875
2024-03-22,3446.983154296875,3493.512451171875,3258.323974609375,3278.9287109375,748594.0,yahoo_10_years,3278.9287109375
2024-03-23,3278.9287109375,3412.6279296875,3267.606201171875,3338.84375,478038.0,yahoo_10_years,3338.84375
2024-03-24,3338.84375,3453.953369140625,3274.357666015625,3445.8251953125,1275996.0,yahoo_10_years,3445.8251953125
2024-03-25,3445.8251953125,3629.0380859375,3407.8837890625,3619.94873046875,305480.0,yahoo_10_years,3619.94873046875
2024-03-26,3619.94873046875,3672.3701171875,3557.67138671875,3591.53271484375,311052.0,yahoo_10_years,3591.53271484375
2024-03-27,3591.53271484375,3625.7529296875,3467.3173828125,3511.944580078125,263364.0,yahoo_10_years,3511.944580078125
2024-03-28,3511.944580078125,3603.939453125,3460.2958984375,3558.731689453125,552257.0,yahoo_10_years,3558.731689453125
2024-03-29,3558.731689453125,3575.677734375,3465.8212890625,3490.01806640625,144379.0,yahoo_10_years,3490.01806640625
2024-03-30,3490.01806640625,3552.569580078125,3484.134033203125,3507.55126953125,366503.0,yahoo_10_years,3507.55126953125
2024-03-31,3507.55126953125,3641.955322265625,3505.91845703125,3641.955322265625,272136.0,yahoo_10_years,3641.955322265625
2024-04-01,3641.955322265625,3643.264892578125,3437.1376953125,3501.605712890625,94911.0,yahoo_10_years,3501.605712890625
2024-04-02,3501.605712890625,3501.605712890625,3254.89501953125,3272.248046875,357073.0,yahoo_10_years,3272.248046875
2024-04-03,3272.248046875,3352.25537109375,3218.6103515625,3310.333740234375,344205.0,yahoo_10_years,3310.333740234375
2024-04-04,3310.333740234375,3389.2568359375,3254.400146484375,3328.85595703125,452019.0,yahoo_10_years,3328.85595703125
2024-04-05,3328.85595703125,3344.6796875,3231.779296875,3314.51123046875,518665.0,yahoo_10_years,3314.51123046875
2024-04-06,3312.004150390625,3387.480712890625,3310.5166015625,3384.89892578125,328746.0,yahoo_10_years,3384.89892578125
2024-04-07,3384.89892578125,3448.849609375,3355.99560546875,3448.849609375,153867.0,yahoo_10_years,3448.849609375
2024-04-08,3448.849609375,3714.81884765625,3399.70166015625,3685.940185546875,304892.0,yahoo_10_years,3685.940185546875
2024-04-09,3685.940185546875,3710.811767578125,3493.425537109375,3497.505126953125,223085.0,yahoo_10_years,3497.505126953125
2024-04-10,3497.505126953125,3540.247802734375,3418.329833984375,3526.12451171875,224483.0,yahoo_10_years,3526.12451171875
2024-04-11,3526.12451171875,3605.9033203125,3487.738525390625,3495.4775390625,302196.0,yahoo_10_years,3495.4775390625
2024-04-12,3495.4775390625,3537.54541015625,3206.0322265625,3232.834228515625,208791.0,yahoo_10_years,3232.834228515625
2024-04-13,3232.834228515625,3281.990966796875,2948.70361328125,3044.423095703125,341568.0,yahoo_10_years,3044.423095703125
2024-04-14,3044.423095703125,3155.483154296875,2920.46240234375,3155.47900390625,235856.0,yahoo_10_years,3155.47900390625
2024-04-15,3155.47900390625,3255.4990234375,3068.160888671875,3112.400390625,337892.0,yahoo_10_years,3112.400390625
2024-04-16,3112.400390625,3112.400390625,3024.207275390625,3081.604248046875,299974.0,yahoo_10_years,3081.604248046875
2024-04-17,3081.604248046875,3104.904052734375,2967.25927734375,2982.31591796875,146485.0,yahoo_10_years,2982.31591796875
2024-04-18,2982.31591796875,3080.48681640625,2962.438232421875,3062.433349609375,276780.0,yahoo_10_years,3062.433349609375
2024-04-19,3062.433349609375,3105.573486328125,2974.455078125,3080.2333984375,276171.0,yahoo_10_years,3080.2333984375
2024-04-20,3080.2333984375,3151.243408203125,3030.85205078125,3150.888671875,157494.0,yahoo_10_years,3150.888671875
2024-04-21,3150.888671875,3185.423095703125,3115.05517578125,3156.77734375,299549.0,yahoo_10_years,3156.77734375
2024-04-22,3156.77734375,3229.274169921875,3130.335693359375,3186.633544921875,321985.0,yahoo_10_years,3186.633544921875
2024-04-23,3186.633544921875,3242.076904296875,3149.771728515625,3219.85009765625,249769.0,yahoo_10_years,3219.85009765625
2024-04-24,3219.541015625,3273.93701171875,3111.42529296875,3130.3095703125,480833.0,yahoo_10_years,3130.3095703125
2024-04-25,3130.563232421875,3165.786865234375,3081.392333984375,3165.0634765625,793050.0,yahoo_10_years,3165.0634765625
2024-04-26,3165.0634765625,3165.0634765625,3115.664794921875,3124.8759765625,297675.0,yahoo_10_years,3124.8759765625
2024-04-27,3124.8759765625,3265.638916015625,3080.351318359375,3243.712646484375,417933.0,yahoo_10_years,3243.712646484375
2024-04-28,3243.712646484375,3328.0673828125,3243.712646484375,3258.603271484375,331561.0,yahoo_10_years,3258.603271484375
2024-04-29,3258.603271484375,3276.145263671875,3127.26611328125,3217.99462890625,659872.0,yahoo_10_years,3217.99462890625
2024-04-30,3217.99462890625,3230.50048828125,2937.576904296875,3014.409912109375,442024.0,yahoo_10_years,3014.409912109375
2024-05-01,3014.409912109375,3014.409912109375,2828.0380859375,2978.742919921875,441081.0,yahoo_10_years,2978.742919921875
2024-05-02,2978.742919921875,3011.33349609375,2897.001708984375,2988.953857421875,616287.0,yahoo_10_years,2988.953857421875
2024-05-03,2988.953857421875,3108.566162109375,2929.92138671875,3099.812744140625,493532.0,yahoo_10_years,3099.812744140625
2024-05-04,3099.812744140625,3194.890625,3091.115478515625,3115.20947265625,211924.0,yahoo_10_years,3115.20947265625
2024-05-05,3115.20947265625,3167.46630859375,3074.133544921875,3119.624267578125,431216.0,yahoo_10_years,3119.624267578125
2024-05-06,3119.624267578125,3202.625732421875,3059.416015625,3061.327880859375,316580.0,yahoo_10_years,3061.327880859375
2024-05-07,3061.327880859375,3111.476318359375,3010.87939453125,3018.742431640625,157192.0,yahoo_10_years,3018.742431640625
2024-05-08,3018.742431640625,3028.81396484375,2949.5869140625,2972.559814453125,254757.0,yahoo_10_years,2972.559814453125
2024-05-09,2972.559814453125,3031.51025390625,2960.55615234375,3031.51025390625,210952.0,yahoo_10_years,3031.51025390625
2024-05-10,3031.51025390625,3053.721923828125,2887.790771484375,2909.095458984375,206656.0,yahoo_10_years,2909.095458984375
2024-05-11,2909.095458984375,2931.034423828125,2900.28515625,2907.428955078125,369250.0,yahoo_10_years,2907.428955078125
2024-05-12,2907.428955078125,2945.35693359375,2899.623046875,2928.27978515625,161973.0,yahoo_10_years,2928.27978515625
2024-05-13,2928.27978515625,2982.09814453125,2869.178955078125,2943.628173828125,323492.0,yahoo_10_years,2943.628173828125
2024-05-14,2943.628173828125,2946.07275390625,2860.705078125,2877.7197265625,78493.0,yahoo_10_years,2877.7197265625
2024-05-15,2877.7197265625,3018.174072265625,2873.324462890625,3013.083740234375,154484.0,yahoo_10_years,3013.083740234375
2024-05-16,3013.083740234375,3028.005126953125,2922.671630859375,2928.054443359375,198714.0,yahoo_10_years,2928.054443359375
2024-05-17,2928.054443359375,3095.319580078125,2928.054443359375,3086.2294921875,116461.0,yahoo_10_years,3086.2294921875
2024-05-18,3086.2294921875,3139.486328125,3086.049560546875,3116.75927734375,176939.0,yahoo_10_years,3116.75927734375
2024-05-19,3116.75927734375,3140.431640625,3051.4345703125,3056.986328125,589386.0,yahoo_10_years,3056.986328125
2024-05-20,3056.986328125,3636.15576171875,3056.982421875,3636.1279296875,116375.0,yahoo_10_years,3636.1279296875
2024-05-21,3636.1279296875,3774.784912109375,3629.94921875,3732.149169921875,339825.0,yahoo_10_years,3732.149169921875
2024-05-22,3732.149169921875,3794.07373046875,3658.158203125,3737.340576171875,462661.0,yahoo_10_years,3737.340576171875
2024-05-23,3737.340576171875,3915.94482421875,3723.11328125,3750.106201171875,243321.0,yahoo_10_years,3750.106201171875
2024-05-24,3750.106201171875,3808.285400390625,3637.299072265625,3731.549560546875,649822.0,yahoo_10_years,3731.549560546875
2024-05-25,3731.549560546875,3774.47509765625,3716.948486328125,3748.4404296875,301986.0,yahoo_10_years,3748.4404296875
2024-05-26,3748.4404296875,3857.661865234375,3733.892822265625,3818.49365234375,195281.0,yahoo_10_years,3818.49365234375
